date,time,datetime,account_name,user_id,calendar_name,calendar_url,duration,staff_name,staff_url,note,status,detail_url
2025-09-20,13:00,2025-09-20 13:00,张秋临,Y6Wjs3fYDp,7:９月,https://autosns.jp/reserve-calendar/qVSonfUt8j,2時間,花の家,https://autosns.jp/reserve-calendar/qVSonfUt8j/staff?select_id=VhcNJS9KPn,,,https://autosns.jp/reserve-history/detail-modal/x9k4PKx5ev
2025-09-20,13:00,2025-09-20 13:00,𝐁𝐨➹,HVRtnvuQsd,7:９月,https://autosns.jp/reserve-calendar/qVSonfUt8j,2時間,花の家,https://autosns.jp/reserve-calendar/qVSonfUt8j/staff?select_id=VhcNJS9KPn,,,https://autosns.jp/reserve-history/detail-modal/zkoe4l0Kq6
2025-09-27,13:00,2025-09-27 13:00,梨世,tP5geko2dw,7:９月,https://autosns.jp/reserve-calendar/qVSonfUt8j,2時間,光の家,https://autosns.jp/reserve-calendar/qVSonfUt8j/staff?select_id=AKwnlQJqXy,,,https://autosns.jp/reserve-history/detail-modal/bDYAk2p5RP
2025-09-27,13:00,2025-09-27 13:00,あ み,jjM1xDdJR7,7:９月,https://autosns.jp/reserve-calendar/qVSonfUt8j,2時間,光の家,https://autosns.jp/reserve-calendar/qVSonfUt8j/staff?select_id=AKwnlQJqXy,,,https://autosns.jp/reserve-history/detail-modal/AaHlxGXwND
